,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
255,255,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",156,DOLLARS(millions),,,,,,,,,
256,256,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,159,DOLLARS(millions),,,,,,,,,
257,257,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,142,DOLLARS(millions),,,,,,,,,
258,258,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,19,DOLLARS(millions),,,,,,,,,
259,259,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,435,DOLLARS(millions),,,,,,,,,
260,260,2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,177,DOLLARS(millions),,,,,,,,,
261,261,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,66,COUNT,,,,,,,,,
262,262,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,492,COUNT,,,,,,,,,
263,263,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,24,DOLLARS(millions),,,,,,,,,
264,264,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",126,DOLLARS(millions),,,,,,,,,
265,265,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,126,DOLLARS(millions),,,,,,,,,
266,266,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,117,DOLLARS(millions),,,,,,,,,
267,267,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,20,DOLLARS(millions),,,,,,,,,
268,268,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,111,DOLLARS(millions),,,,,,,,,
269,269,2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets,69,DOLLARS(millions),,,,,,,,,
270,270,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,42,COUNT,,,,,,,,,
271,271,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,549,COUNT,,,,,,,,,
272,272,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,21,DOLLARS(millions),,,,,,,,,
273,273,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",138,DOLLARS(millions),,,,,,,,,
274,274,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,142,DOLLARS(millions),,,,,,,,,
275,275,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,129,DOLLARS(millions),,,,,,,,,
276,276,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,18,DOLLARS(millions),,,,,,,,,
277,277,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,389,DOLLARS(millions),,,,,,,,,
278,278,2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,304,DOLLARS(millions),,,,,,,,,
279,279,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,33,COUNT,,,,,,,,,
280,280,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1029,COUNT,,,,,,,,,
281,281,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,54,DOLLARS(millions),,,,,,,,,
282,282,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",443,DOLLARS(millions),,,,,,,,,
283,283,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,453,DOLLARS(millions),,,,,,,,,
284,284,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,389,DOLLARS(millions),,,,,,,,,
285,285,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,64,DOLLARS(millions),,,,,,,,,
286,286,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,764,DOLLARS(millions),,,,,,,,,
287,287,2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,594,DOLLARS(millions),,,,,,,,,
288,288,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,15,COUNT,,,,,,,,,
289,289,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1185,COUNT,,,,,,,,,
290,290,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,53,DOLLARS(millions),,,,,,,,,
291,291,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",864,DOLLARS(millions),,,,,,,,,
292,292,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,869,DOLLARS(millions),,,,,,,,,
293,293,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,789,DOLLARS(millions),,,,,,,,,
294,294,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,83,DOLLARS(millions),,,,,,,,,
295,295,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1331,DOLLARS(millions),,,,,,,,,
296,296,2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,989,DOLLARS(millions),,,,,,,,,
297,297,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,9,COUNT,,,,,,,,,
298,298,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,1587,COUNT,,,,,,,,,
299,299,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,83,DOLLARS(millions),,,,,,,,,
300,300,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",714,DOLLARS(millions),,,,,,,,,
301,301,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,729,DOLLARS(millions),,,,,,,,,
302,302,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,594,DOLLARS(millions),,,,,,,,,
303,303,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,156,DOLLARS(millions),,,,,,,,,
304,304,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,3112,DOLLARS(millions),,,,,,,,,
305,305,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,2736,DOLLARS(millions),,,,,,,,,
306,306,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,15,COUNT,,,,,,,,,
307,307,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,8898,COUNT,,,,,,,,,
308,308,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,648,DOLLARS(millions),,,,,,,,,
309,309,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",10500,DOLLARS(millions),,,,,,,,,
310,310,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,11393,DOLLARS(millions),,,,,,,,,
311,311,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,9926,DOLLARS(millions),,,,,,,,,
312,312,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1417,DOLLARS(millions),,,,,,,,,
313,313,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Total assets,45146,DOLLARS(millions),,,,,,,,,
314,314,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets,35855,DOLLARS(millions),,,,,,,,,
315,315,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1026,COUNT,,,,,,,,,
316,316,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees,14379,COUNT,,,,,,,,,
317,317,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,934,DOLLARS(millions),,,,,,,,,
318,318,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies",15318,DOLLARS(millions),,,,,,,,,
319,319,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,16319,DOLLARS(millions),,,,,,,,,
320,320,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,14219,DOLLARS(millions),,,,,,,,,
321,321,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2137,DOLLARS(millions),,,,,,,,,
322,322,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,59902,DOLLARS(millions),,,,,,,,,
323,323,2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,46841,DOLLARS(millions),,,,,,,,,
324,324,2011,E,Construction,a_0,Activity unit,29274,COUNT,,,,,,,,,
325,325,2011,E,Construction,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
326,326,2011,E,Construction,a_0,Salaries and wages paid,679,DOLLARS(millions),,,,,,,,,
327,327,2011,E,Construction,a_0,"Sales, government funding, grants and subsidies",5237,DOLLARS(millions),,,,,,,,,
328,328,2011,E,Construction,a_0,Total income,5281,DOLLARS(millions),,,,,,,,,
329,329,2011,E,Construction,a_0,Total expenditure,4760,DOLLARS(millions),,,,,,,,,
330,330,2011,E,Construction,a_0,Operating profit before tax,425,DOLLARS(millions),,,,,,,,,
331,331,2011,E,Construction,a_0,Total assets,6117,DOLLARS(millions),,,,,,,,,
332,332,2011,E,Construction,a_0,Fixed tangible assets,1787,DOLLARS(millions),,,,,,,,,
333,333,2011,E,Construction,b_1-5,Activity unit,16485,COUNT,,,,,,,,,
334,334,2011,E,Construction,b_1-5,Rolling mean employees,29550,COUNT,,,,,,,,,
335,335,2011,E,Construction,b_1-5,Salaries and wages paid,1430,DOLLARS(millions),,,,,,,,,
336,336,2011,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",6411,DOLLARS(millions),,,,,,,,,
337,337,2011,E,Construction,b_1-5,Total income,6442,DOLLARS(millions),,,,,,,,,
338,338,2011,E,Construction,b_1-5,Total expenditure,5957,DOLLARS(millions),,,,,,,,,
339,339,2011,E,Construction,b_1-5,Operating profit before tax,459,DOLLARS(millions),,,,,,,,,
340,340,2011,E,Construction,b_1-5,Total assets,3426,DOLLARS(millions),,,,,,,,,
341,341,2011,E,Construction,b_1-5,Fixed tangible assets,1015,DOLLARS(millions),,,,,,,,,
342,342,2011,E,Construction,c_6-9,Activity unit,2196,COUNT,,,,,,,,,
343,343,2011,E,Construction,c_6-9,Rolling mean employees,15774,COUNT,,,,,,,,,
344,344,2011,E,Construction,c_6-9,Salaries and wages paid,801,DOLLARS(millions),,,,,,,,,
345,345,2011,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",2934,DOLLARS(millions),,,,,,,,,
346,346,2011,E,Construction,c_6-9,Total income,2948,DOLLARS(millions),,,,,,,,,
347,347,2011,E,Construction,c_6-9,Total expenditure,2855,DOLLARS(millions),,,,,,,,,
348,348,2011,E,Construction,c_6-9,Operating profit before tax,119,DOLLARS(millions),,,,,,,,,
349,349,2011,E,Construction,c_6-9,Total assets,1395,DOLLARS(millions),,,,,,,,,
350,350,2011,E,Construction,c_6-9,Fixed tangible assets,360,DOLLARS(millions),,,,,,,,,
351,351,2011,E,Construction,d_10-19,Activity unit,1245,COUNT,,,,,,,,,
352,352,2011,E,Construction,d_10-19,Rolling mean employees,16173,COUNT,,,,,,,,,
353,353,2011,E,Construction,d_10-19,Salaries and wages paid,832,DOLLARS(millions),,,,,,,,,
354,354,2011,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",3309,DOLLARS(millions),,,,,,,,,
355,355,2011,E,Construction,d_10-19,Total income,3329,DOLLARS(millions),,,,,,,,,
356,356,2011,E,Construction,d_10-19,Total expenditure,3219,DOLLARS(millions),,,,,,,,,
357,357,2011,E,Construction,d_10-19,Operating profit before tax,140,DOLLARS(millions),,,,,,,,,
358,358,2011,E,Construction,d_10-19,Total assets,1601,DOLLARS(millions),,,,,,,,,
359,359,2011,E,Construction,d_10-19,Fixed tangible assets,293,DOLLARS(millions),,,,,,,,,
360,360,2011,E,Construction,e_20-49,Activity unit,522,COUNT,,,,,,,,,
361,361,2011,E,Construction,e_20-49,Rolling mean employees,15843,COUNT,,,,,,,,,
362,362,2011,E,Construction,e_20-49,Salaries and wages paid,806,DOLLARS(millions),,,,,,,,,
363,363,2011,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",3530,DOLLARS(millions),,,,,,,,,
364,364,2011,E,Construction,e_20-49,Total income,3550,DOLLARS(millions),,,,,,,,,
365,365,2011,E,Construction,e_20-49,Total expenditure,3473,DOLLARS(millions),,,,,,,,,
366,366,2011,E,Construction,e_20-49,Operating profit before tax,137,DOLLARS(millions),,,,,,,,,
367,367,2011,E,Construction,e_20-49,Total assets,1658,DOLLARS(millions),,,,,,,,,
368,368,2011,E,Construction,e_20-49,Fixed tangible assets,445,DOLLARS(millions),,,,,,,,,
369,369,2011,E,Construction,f_50-99,Activity unit,132,COUNT,,,,,,,,,
370,370,2011,E,Construction,f_50-99,Rolling mean employees,8811,COUNT,,,,,,,,,
371,371,2011,E,Construction,f_50-99,Salaries and wages paid,510,DOLLARS(millions),,,,,,,,,
372,372,2011,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2483,DOLLARS(millions),,,,,,,,,
373,373,2011,E,Construction,f_50-99,Total income,2498,DOLLARS(millions),,,,,,,,,
374,374,2011,E,Construction,f_50-99,Total expenditure,2429,DOLLARS(millions),,,,,,,,,
375,375,2011,E,Construction,f_50-99,Operating profit before tax,115,DOLLARS(millions),,,,,,,,,
376,376,2011,E,Construction,f_50-99,Total assets,1381,DOLLARS(millions),,,,,,,,,
377,377,2011,E,Construction,f_50-99,Fixed tangible assets,293,DOLLARS(millions),,,,,,,,,
378,378,2011,E,Construction,g_100-199,Activity unit,45,COUNT,,,,,,,,,
379,379,2011,E,Construction,g_100-199,Rolling mean employees,5658,COUNT,,,,,,,,,
380,380,2011,E,Construction,g_100-199,Salaries and wages paid,367,DOLLARS(millions),,,,,,,,,
381,381,2011,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",1864,DOLLARS(millions),,,,,,,,,
382,382,2011,E,Construction,g_100-199,Total income,1872,DOLLARS(millions),,,,,,,,,
383,383,2011,E,Construction,g_100-199,Total expenditure,1750,DOLLARS(millions),,,,,,,,,
384,384,2011,E,Construction,g_100-199,Operating profit before tax,125,DOLLARS(millions),,,,,,,,,
385,385,2011,E,Construction,g_100-199,Total assets,1268,DOLLARS(millions),,,,,,,,,
386,386,2011,E,Construction,g_100-199,Fixed tangible assets,462,DOLLARS(millions),,,,,,,,,
387,387,2011,E,Construction,h_200+,Activity unit,39,COUNT,,,,,,,,,
388,388,2011,E,Construction,h_200+,Rolling mean employees,22215,COUNT,,,,,,,,,
389,389,2011,E,Construction,h_200+,Salaries and wages paid,1522,DOLLARS(millions),,,,,,,,,
390,390,2011,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6457,DOLLARS(millions),,,,,,,,,
391,391,2011,E,Construction,h_200+,Total income,6579,DOLLARS(millions),,,,,,,,,
392,392,2011,E,Construction,h_200+,Total expenditure,6294,DOLLARS(millions),,,,,,,,,
393,393,2011,E,Construction,h_200+,Operating profit before tax,330,DOLLARS(millions),,,,,,,,,
394,394,2011,E,Construction,h_200+,Total assets,3755,DOLLARS(millions),,,,,,,,,
395,395,2011,E,Construction,h_200+,Fixed tangible assets,624,DOLLARS(millions),,,,,,,,,
396,396,2011,E,Construction,i_Industry_Total,Activity unit,49938,COUNT,,,,,,,,,
397,397,2011,E,Construction,i_Industry_Total,Rolling mean employees,114027,COUNT,,,,,,,,,
398,398,2011,E,Construction,i_Industry_Total,Salaries and wages paid,6947,DOLLARS(millions),,,,,,,,,
399,399,2011,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",32224,DOLLARS(millions),,,,,,,,,
400,400,2011,E,Construction,i_Industry_Total,Total income,32500,DOLLARS(millions),,,,,,,,,
401,401,2011,E,Construction,i_Industry_Total,Total expenditure,30737,DOLLARS(millions),,,,,,,,,
402,402,2011,E,Construction,i_Industry_Total,Operating profit before tax,1849,DOLLARS(millions),,,,,,,,,
403,403,2011,E,Construction,i_Industry_Total,Total assets,20602,DOLLARS(millions),,,,,,,,,
404,404,2011,E,Construction,i_Industry_Total,Fixed tangible assets,5278,DOLLARS(millions),,,,,,,,,
405,405,2011,F,Wholesale Trade,a_0,Activity unit,7896,COUNT,,,,,,,,,
406,406,2011,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
407,407,2011,F,Wholesale Trade,a_0,Salaries and wages paid,247,DOLLARS(millions),,,,,,,,,
408,408,2011,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6687,DOLLARS(millions),,,,,,,,,
409,409,2011,F,Wholesale Trade,a_0,Total income,6809,DOLLARS(millions),,,,,,,,,
410,410,2011,F,Wholesale Trade,a_0,Total expenditure,6564,DOLLARS(millions),,,,,,,,,
411,411,2011,F,Wholesale Trade,a_0,Operating profit before tax,184,DOLLARS(millions),,,,,,,,,
412,412,2011,F,Wholesale Trade,a_0,Total assets,3348,DOLLARS(millions),,,,,,,,,
413,413,2011,F,Wholesale Trade,a_0,Fixed tangible assets,609,DOLLARS(millions),,,,,,,,,
414,414,2011,F,Wholesale Trade,b_1-5,Activity unit,6009,COUNT,,,,,,,,,
415,415,2011,F,Wholesale Trade,b_1-5,Rolling mean employees,13263,COUNT,,,,,,,,,
416,416,2011,F,Wholesale Trade,b_1-5,Salaries and wages paid,725,DOLLARS(millions),,,,,,,,,
417,417,2011,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",8561,DOLLARS(millions),,,,,,,,,
418,418,2011,F,Wholesale Trade,b_1-5,Total income,8617,DOLLARS(millions),,,,,,,,,
419,419,2011,F,Wholesale Trade,b_1-5,Total expenditure,8219,DOLLARS(millions),,,,,,,,,
420,420,2011,F,Wholesale Trade,b_1-5,Operating profit before tax,479,DOLLARS(millions),,,,,,,,,
421,421,2011,F,Wholesale Trade,b_1-5,Total assets,4192,DOLLARS(millions),,,,,,,,,
422,422,2011,F,Wholesale Trade,b_1-5,Fixed tangible assets,513,DOLLARS(millions),,,,,,,,,
423,423,2011,F,Wholesale Trade,c_6-9,Activity unit,1107,COUNT,,,,,,,,,
424,424,2011,F,Wholesale Trade,c_6-9,Rolling mean employees,7977,COUNT,,,,,,,,,
425,425,2011,F,Wholesale Trade,c_6-9,Salaries and wages paid,399,DOLLARS(millions),,,,,,,,,
426,426,2011,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",4162,DOLLARS(millions),,,,,,,,,
427,427,2011,F,Wholesale Trade,c_6-9,Total income,4195,DOLLARS(millions),,,,,,,,,
428,428,2011,F,Wholesale Trade,c_6-9,Total expenditure,4000,DOLLARS(millions),,,,,,,,,
429,429,2011,F,Wholesale Trade,c_6-9,Operating profit before tax,259,DOLLARS(millions),,,,,,,,,
430,430,2011,F,Wholesale Trade,c_6-9,Total assets,1983,DOLLARS(millions),,,,,,,,,
431,431,2011,F,Wholesale Trade,c_6-9,Fixed tangible assets,226,DOLLARS(millions),,,,,,,,,
432,432,2011,F,Wholesale Trade,d_10-19,Activity unit,978,COUNT,,,,,,,,,
433,433,2011,F,Wholesale Trade,d_10-19,Rolling mean employees,13197,COUNT,,,,,,,,,
434,434,2011,F,Wholesale Trade,d_10-19,Salaries and wages paid,702,DOLLARS(millions),,,,,,,,,
435,435,2011,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",7999,DOLLARS(millions),,,,,,,,,
436,436,2011,F,Wholesale Trade,d_10-19,Total income,8044,DOLLARS(millions),,,,,,,,,
437,437,2011,F,Wholesale Trade,d_10-19,Total expenditure,7951,DOLLARS(millions),,,,,,,,,
438,438,2011,F,Wholesale Trade,d_10-19,Operating profit before tax,391,DOLLARS(millions),,,,,,,,,
439,439,2011,F,Wholesale Trade,d_10-19,Total assets,3524,DOLLARS(millions),,,,,,,,,
440,440,2011,F,Wholesale Trade,d_10-19,Fixed tangible assets,286,DOLLARS(millions),,,,,,,,,
441,441,2011,F,Wholesale Trade,e_20-49,Activity unit,561,COUNT,,,,,,,,,
442,442,2011,F,Wholesale Trade,e_20-49,Rolling mean employees,16770,COUNT,,,,,,,,,
443,443,2011,F,Wholesale Trade,e_20-49,Salaries and wages paid,986,DOLLARS(millions),,,,,,,,,
444,444,2011,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",10457,DOLLARS(millions),,,,,,,,,
445,445,2011,F,Wholesale Trade,e_20-49,Total income,10539,DOLLARS(millions),,,,,,,,,
446,446,2011,F,Wholesale Trade,e_20-49,Total expenditure,10140,DOLLARS(millions),,,,,,,,,
447,447,2011,F,Wholesale Trade,e_20-49,Operating profit before tax,536,DOLLARS(millions),,,,,,,,,
448,448,2011,F,Wholesale Trade,e_20-49,Total assets,5584,DOLLARS(millions),,,,,,,,,
449,449,2011,F,Wholesale Trade,e_20-49,Fixed tangible assets,551,DOLLARS(millions),,,,,,,,,
450,450,2011,F,Wholesale Trade,f_50-99,Activity unit,195,COUNT,,,,,,,,,
451,451,2011,F,Wholesale Trade,f_50-99,Rolling mean employees,12966,COUNT,,,,,,,,,
452,452,2011,F,Wholesale Trade,f_50-99,Salaries and wages paid,769,DOLLARS(millions),,,,,,,,,
453,453,2011,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",8637,DOLLARS(millions),,,,,,,,,
454,454,2011,F,Wholesale Trade,f_50-99,Total income,8759,DOLLARS(millions),,,,,,,,,
455,455,2011,F,Wholesale Trade,f_50-99,Total expenditure,8540,DOLLARS(millions),,,,,,,,,
456,456,2011,F,Wholesale Trade,f_50-99,Operating profit before tax,398,DOLLARS(millions),,,,,,,,,
457,457,2011,F,Wholesale Trade,f_50-99,Total assets,4980,DOLLARS(millions),,,,,,,,,
458,458,2011,F,Wholesale Trade,f_50-99,Fixed tangible assets,428,DOLLARS(millions),,,,,,,,,
459,459,2011,F,Wholesale Trade,g_100-199,Activity unit,60,COUNT,,,,,,,,,
460,460,2011,F,Wholesale Trade,g_100-199,Rolling mean employees,8424,COUNT,,,,,,,,,
461,461,2011,F,Wholesale Trade,g_100-199,Salaries and wages paid,532,DOLLARS(millions),,,,,,,,,
462,462,2011,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",6995,DOLLARS(millions),,,,,,,,,
463,463,2011,F,Wholesale Trade,g_100-199,Total income,7085,DOLLARS(millions),,,,,,,,,
464,464,2011,F,Wholesale Trade,g_100-199,Total expenditure,6670,DOLLARS(millions),,,,,,,,,
465,465,2011,F,Wholesale Trade,g_100-199,Operating profit before tax,509,DOLLARS(millions),,,,,,,,,
